state_id,county_id,voting_district,GEOID20,n_vote_dem_2020,n_vote_rep_2020,x,y
NC,Alamance County,000001,37001000001,536.2,1998.7,1469680.129665522,1555925.9227900957
NC,Alamance County,000002,37001000002,617.5,2196.3,1467916.0712928683,1566598.7479960856
NC,Alamance County,000004,37001000004,701.5,2117.5,1464178.1328994336,1588241.231045944
NC,Alamance County,000005,37001000005,435.2,1503.6,1471731.0345572778,1588278.485756771
NC,Alamance County,000007,37001000007,592.2,1816.2,1476720.199556752,1566144.8547833946
NC,Alamance County,000011,37001000011,1243.6,1111.2,1479456.5399713349,1590371.5394413495
NC,Alamance County,000013,37001000013,1260.9,1070.7,1478206.885683268,1580483.5055844623
NC,Alamance County,000035,37001000035,1268.7,1588.3,1463819.234980261,1580617.3764870393
NC,Alamance County,00003C,3700100003C,785.6,1112.2,1465735.329263324,1576859.0079252173
NC,Alamance County,00003N,3700100003N,1233.5,1268.8,1464003.9756064555,1576619.828647764
NC,Alamance County,00003S,3700100003S,2322.8,2363.8,1464597.404539715,1572983.0424787102
NC,Alamance County,00003W,3700100003W,792.1,1225.9,1461824.0794496236,1577726.2473331755
NC,Alamance County,000063,37001000063,1094.4,526.8,1473983.7120416095,1579033.2355600656
NC,Alamance County,000064,37001000064,1345.7,1865.2,1473318.9474260805,1572096.674517798
NC,Alamance County,00006E,3700100006E,869.5,727.8,1475428.1367147788,1576027.9678000682
NC,Alamance County,00006N,3700100006N,937.4,468.1,1474116.4115988212,1576655.5009227435
NC,Alamance County,00006S,3700100006S,886.6,1174.6,1476440.1408018915,1573115.2777897143
NC,Alamance County,00006W,3700100006W,383.3,306.0,1472369.2908553674,1575529.8861123237
NC,Alamance County,00008N,3700100008N,874.3,1477.0,1481154.8428938838,1559537.8174909407
NC,Alamance County,00008S,3700100008S,269.5,571.5,1482969.7425253063,1554110.810921014
NC,Alamance County,00009N,3700100009N,711.8,901.1,1480446.5566848095,1571344.2600433128
NC,Alamance County,00009S,3700100009S,1349.5,1907.8,1484907.0703472078,1567132.0929628687
NC,Alamance County,000103,37001000103,816.4,1394.2,1481929.0235839451,1574988.7400071444
NC,Alamance County,00010N,3700100010N,1135.7,1551.7,1483153.862197165,1582225.993477432
NC,Alamance County,00010S,3700100010S,3154.7,2481.9,1483524.794333114,1578371.6207421161
NC,Alamance County,000124,37001000124,638.9,683.9,1467678.6146636044,1578240.9309197522
NC,Alamance County,000125,37001000125,635.5,859.1,1467950.6504390915,1575162.5737556873
NC,Alamance County,000126,37001000126,631.4,823.0,1467783.4291270482,1576675.5853149795
NC,Alamance County,000127,37001000127,1985.8,710.3,1469203.0388410918,1580637.5724962987
NC,Alamance County,000128,37001000128,852.2,332.1,1470196.6136629682,1576402.5808751427
NC,Alamance County,000129,37001000129,414.6,684.1,1469219.4460273746,1572443.3784919158
NC,Alamance County,00012E,3700100012E,618.4,317.2,1472053.7010160198,1577752.6579049197
NC,Alamance County,00012N,3700100012N,1803.6,314.3,1471705.4970074228,1579609.0220161965
NC,Alamance County,00012S,3700100012S,514.8,207.9,1471596.413794449,1576190.8322783262
NC,Alamance County,00012W,3700100012W,827.2,631.6,1469385.910871216,1577612.7954528835
NC,Alamance County,0003N2,370010003N2,345.2,233.7,1462919.5224714212,1575412.213752023
NC,Alamance County,001210,37001001210,689.6,564.7,1469810.0151287154,1574812.9744546723
NC,Alexander County,00000E,3700300000E,450.1,1337.8,1310999.2476318544,1531870.285304075
NC,Alexander County,00000M,3700300000M,326.2,936.2,1328126.6433046644,1524654.9669206415
NC,Alexander County,00000W,3700300000W,268.4,1021.7,1317434.63994292,1523797.0888245034
NC,Alexander County,0000B1,370030000B1,545.0,1722.7,1308819.1417756493,1522380.4004188615
NC,Alexander County,0000B2,370030000B2,629.2,1963.3,1312117.5530505423,1522577.3384735328
NC,Alexander County,00G1G2,3700300G1G2,283.0,923.7,1329994.2562955562,1541261.8566043037
NC,Alexander County,00LRSL,3700300LRSL,300.6,1203.4,1316449.6247309837,1540442.2406341042
NC,Alexander County,00S1S2,3700300S1S2,464.4,1520.8,1328140.6267594395,1534034.008150167
NC,Alexander County,00T2T3,3700300T2T3,635.8,1380.7,1322411.9854632174,1533998.9155088135
NC,Alexander County,T1T4T5,37003T1T4T5,752.1,2091.4,1320665.4439256212,1528703.8054142545
NC,Alleghany County,000001,37005000001,270.3,686.3,1325276.1602624445,1592177.5120438917
NC,Alleghany County,000004,37005000004,235.2,738.7,1327029.2799355267,1602652.2411430061
NC,Alleghany County,00003A,3700500003A,828.4,1648.3,1314735.5546188082,1598202.163268712
NC,Alleghany County,00006A,3700500006A,316.2,752.7,1303712.630259709,1595270.9434898135
NC,Anson County,0000MM,370070000MM,675.6,182.5,1446693.3790732278,1432474.721279817
NC,Anson County,0000WS,370070000WS,96.6,123.0,1421658.8159179618,1430584.9129308846
NC,Anson County,000ANS,37007000ANS,364.4,375.1,1429787.1721805139,1457884.9501822365
NC,Anson County,00BURN,3700700BURN,267.7,699.4,1417882.845850768,1457604.0880121945
NC,Anson County,00GULL,3700700GULL,429.6,294.8,1434720.267802455,1430922.8656275813
NC,Anson County,00LILE,3700700LILE,985.8,578.6,1446818.1597326274,1447432.5062965325
NC,Anson County,00PEAC,3700700PEAC,210.7,646.3,1418205.4811871306,1443673.058076689
NC,Anson County,00POLK,3700700POLK,281.6,337.6,1423795.4597569383,1444413.8934776613
NC,Anson County,0WADES,370070WADES,2715.8,1353.0,1433070.9667201522,1444070.5595139454
NC,Ashe County,000002,37009000002,233.6,658.5,1276463.2942799907,1588452.3531715022
NC,Ashe County,000003,37009000003,74.8,271.6,1273941.374462708,1579543.9354434956
NC,Ashe County,000004,37009000004,134.4,201.3,1277927.7792397288,1571378.0526379799
NC,Ashe County,000006,37009000006,97.9,260.6,1283144.241429495,1598804.0882484415
NC,Ashe County,000007,37009000007,80.1,170.1,1273322.9656128064,1594672.8262786542
NC,Ashe County,000008,37009000008,50.2,86.1,1272639.374191159,1599355.5768409285
NC,Ashe County,000009,37009000009,790.8,1586.2,1290051.7552499084,1584485.729202967
NC,Ashe County,000010,37009000010,41.8,121.7,1268320.7930959035,1588310.0764857924
NC,Ashe County,000011,37009000011,426.3,924.0,1291160.5769616717,1594541.434042153
NC,Ashe County,000012,37009000012,138.5,323.5,1267107.4439290531,1580737.0112087438
NC,Ashe County,000013,37009000013,225.8,561.9,1294018.297450237,1575478.803950714
NC,Ashe County,000014,37009000014,563.1,1108.3,1281709.3327446885,1575531.6901607185
NC,Ashe County,000015,37009000015,149.3,466.5,1299944.1401872742,1585239.9512980892
NC,Ashe County,000016,37009000016,469.9,1084.7,1287255.5136524604,1570526.7146752758
NC,Ashe County,000017,37009000017,128.8,433.0,1280557.5549468128,1594281.1246932403
NC,Ashe County,000018,37009000018,29.0,79.4,1266425.421211403,1594459.0935690114
NC,Ashe County,000020,37009000020,703.4,1416.8,1283019.5563153438,1582043.848823636
NC,Avery County,000001,37011000001,163.3,510.5,1251474.400307111,1531526.6626931585
NC,Avery County,000002,37011000002,556.8,985.5,1254382.6996317836,1550140.2789408208
NC,Avery County,000003,37011000003,54.1,280.0,1248546.9327571576,1557705.66825615
NC,Avery County,000004,37011000004,21.2,43.1,1262466.1242653735,1536991.5430906557
NC,Avery County,000005,37011000005,39.1,186.9,1247517.4420783815,1546182.2120020739
NC,Avery County,000006,37011000006,87.1,419.2,1245249.1871535978,1550043.920547197
NC,Avery County,000007,37011000007,15.1,158.8,1244410.623763314,1538817.3776279215
NC,Avery County,000008,37011000008,40.1,190.0,1248955.5774701866,1549997.1898479355
NC,Avery County,000009,37011000009,37.7,227.1,1248098.3986868511,1537586.782624539
NC,Avery County,000010,37011000010,118.8,431.6,1246706.326438367,1526295.955248656
NC,Avery County,000011,37011000011,126.1,258.9,1257868.9555242287,1542478.035352191
NC,Avery County,000012,37011000012,25.6,183.8,1244142.6837106936,1542687.3614537725
NC,Avery County,000013,37011000013,105.2,265.3,1253761.2864949787,1542014.6224047358
NC,Avery County,000014,37011000014,137.4,506.7,1249953.7408515075,1543573.6589854513
NC,Avery County,000015,37011000015,110.5,386.8,1249687.1117605523,1539833.537688588
NC,Avery County,000016,37011000016,319.0,692.1,1255521.4284665752,1534822.6358781978
NC,Avery County,000017,37011000017,52.1,324.8,1244135.7592954088,1533123.074886092
NC,Avery County,000018,37011000018,38.9,197.1,1248613.7579059675,1533377.0082984432
NC,Avery County,000019,37011000019,20.7,188.5,1240823.9210871137,1539297.5521184937
NC,Beaufort County,0000HB,370130000HB,94.1,518.4,1715453.9374076154,1562559.0042417909
NC,Beaufort County,00BLCK,3701300BLCK,293.5,382.9,1703332.190430169,1540093.0232078577
NC,Beaufort County,00NCRK,3701300NCRK,270.6,735.9,1729855.4788001392,1552376.917358617
NC,Beaufort County,00OLDF,3701300OLDF,489.8,585.4,1691310.8481605484,1566901.0783076482
NC,Beaufort County,00RVRD,3701300RVRD,582.6,950.7,1698674.599523441,1553391.2270402845
NC,Beaufort County,00TCRK,3701300TCRK,523.6,1225.4,1682408.741375714,1568455.0608661345
NC,Beaufort County,00WDPD,3701300WDPD,278.0,857.0,1704094.996471354,1554864.6211519535
NC,Beaufort County,0AUROR,370130AUROR,461.0,355.9,1724837.2534663316,1536957.2732268642
NC,Beaufort County,0BEADM,370130BEADM,224.1,1052.3,1698786.6295459059,1560320.2435985308
NC,Beaufort County,0BELHV,370130BELHV,533.8,590.3,1733148.557999195,1567438.2622471729
NC,Beaufort County,0CHOCO,370130CHOCO,958.6,1728.6,1689189.4079648568,1546338.9549213795
NC,Beaufort County,0EDWAR,370130EDWAR,290.9,384.6,1711870.4934636762,1537812.594951048
NC,Beaufort County,0GILEA,370130GILEA,568.8,1033.4,1696703.1176889385,1548373.9956329353
NC,Beaufort County,0PANTE,370130PANTE,287.7,522.2,1720785.4675722239,1573166.6556384137
NC,Beaufort County,0PINET,370130PINET,108.7,605.2,1705105.5903593851,1570666.6779019495
NC,Beaufort County,0PSJW3,370130PSJW3,736.6,242.7,1691056.7107037716,1559784.8652274315
NC,Beaufort County,0SURBA,370130SURBA,360.2,1093.7,1714946.4331496987,1552985.8886315527
NC,Beaufort County,0WASH1,370130WASH1,671.0,378.8,1692756.2357583165,1556758.9751524315
NC,Beaufort County,0WASH2,370130WASH2,678.5,309.8,1689505.139149231,1558451.9308747482
NC,Beaufort County,0WASH4,370130WASH4,734.1,810.4,1693406.5525187796,1559073.652998773
NC,Beaufort County,0WASHP,370130WASHP,387.3,549.6,1695258.9132164635,1556044.150889879
NC,Bertie County,0000C1,370150000C1,271.1,343.2,1699875.671675579,1632720.533972454
NC,Bertie County,0000C2,370150000C2,722.3,294.4,1690636.7804130411,1630560.6548370689
NC,Bertie County,0000IW,370150000IW,230.2,33.1,1681533.34133717,1604154.5727925347
NC,Bertie County,0000M1,370150000M1,265.6,273.6,1682670.5993819134,1627343.630490871
NC,Bertie County,0000M2,370150000M2,327.2,185.5,1674437.8795245287,1628802.4206605735
NC,Bertie County,0000MH,370150000MH,332.1,238.3,1708331.8210674587,1608025.024800277
NC,Bertie County,0000RX,370150000RX,577.1,175.1,1664410.5590661666,1624809.6078254073
NC,Bertie County,0000SN,370150000SN,463.2,106.1,1679023.5476487065,1616947.27473572
NC,Bertie County,0000W1,370150000W1,1784.5,862.9,1694135.9999742548,1603881.8000868931
NC,Bertie County,0000W2,370150000W2,48.9,471.2,1690582.8523726373,1618772.703610055
NC,Bertie County,0000WD,370150000WD,524.6,77.0,1668641.7560006813,1609589.0950372834
NC,Bertie County,0000WH,370150000WH,340.1,425.5,1703198.7440565524,1620574.8688786116
NC,Bladen County,000P10,37017000P10,187.4,304.1,1565559.9775773424,1414881.4003235113
NC,Bladen County,000P15,37017000P15,609.3,1374.0,1559990.5268578955,1430268.8725576487
NC,Bladen County,000P25,37017000P25,419.9,347.4,1573603.661750606,1416051.1278013962
NC,Bladen County,000P30,37017000P30,742.7,178.3,1595138.3282535744,1410935.7618843603
NC,Bladen County,000P35,37017000P35,264.8,180.9,1570746.4071739188,1435360.6883699542
NC,Bladen County,000P40,37017000P40,378.1,741.8,1582510.871166672,1434909.7621455214
NC,Bladen County,000P45,37017000P45,114.9,215.4,1582864.4175924126,1447200.2181858579
NC,Bladen County,000P55,37017000P55,234.3,217.3,1602395.6529267044,1418094.0852016537
NC,Bladen County,000P60,37017000P60,580.1,476.0,1551003.1339767436,1440997.7487428025
NC,Bladen County,000P65,37017000P65,154.2,292.5,1596687.6450203948,1431632.124590875
NC,Bladen County,000P70,37017000P70,177.8,158.5,1571465.6172028822,1448337.1601595497
NC,Bladen County,000P75,37017000P75,588.7,239.9,1582804.813634256,1416079.9823769708
NC,Bladen County,000P80,37017000P80,308.0,410.7,1559545.8272580376,1445388.1766975585
NC,Bladen County,00P201,3701700P201,275.6,777.5,1557069.17569618,1412860.716584951
NC,Bladen County,00P202,3701700P202,533.6,1179.2,1558975.5305255894,1421182.726021088
NC,Bladen County,00P501,3701700P501,1222.4,824.3,1568455.9638574703,1426197.1279102429
NC,Bladen County,00P502,3701700P502,756.8,517.8,1576692.4583254165,1425468.6669122165
NC,Brunswick County,000001,37019000001,537.7,673.9,1620703.215917693,1401235.0106948798
NC,Brunswick County,000002,37019000002,2189.0,2523.5,1629318.6974023157,1401778.5512502426
NC,Brunswick County,000003,37019000003,650.5,470.7,1635895.3808944675,1398022.31859432
NC,Brunswick County,000005,37019000005,948.8,1815.4,1623860.6284653929,1387921.9739359035
NC,Brunswick County,000006,37019000006,383.2,688.8,1626553.7056097079,1376121.7334027812
NC,Brunswick County,000007,37019000007,1070.4,1435.3,1642398.5570488472,1367262.0211127633
NC,Brunswick County,000008,37019000008,1565.4,2289.3,1636439.1155389263,1362723.6192893186
NC,Brunswick County,000009,37019000009,350.0,534.6,1638659.9411154813,1359804.549169444
NC,Brunswick County,000011,37019000011,784.8,854.7,1613828.230318587,1374686.5319689303
NC,Brunswick County,000012,37019000012,692.9,1552.8,1618211.7574639237,1359852.5685372509
NC,Brunswick County,000013,37019000013,827.7,1505.3,1607365.415575908,1365624.9794273637
NC,Brunswick County,000014,37019000014,1023.6,2320.0,1606657.1387351188,1356840.9742493012
NC,Brunswick County,000015,37019000015,1609.1,3236.4,1603363.0223847108,1352011.605607128
NC,Brunswick County,000016,37019000016,1386.3,2489.0,1596490.0329993502,1348957.0918131648
NC,Brunswick County,000017,37019000017,1747.3,2830.6,1592831.8197524338,1358116.23622781
NC,Brunswick County,000018,37019000018,350.6,957.8,1597260.5171924587,1373411.542552995
NC,Brunswick County,000019,37019000019,1232.5,2423.5,1591263.376688901,1350866.9196483707
NC,Brunswick County,000020,37019000020,749.4,1816.8,1614976.635882893,1353951.4852356233
NC,Brunswick County,000021,37019000021,1015.5,2332.2,1633536.9719188912,1374627.4970936168
NC,Brunswick County,000022,37019000022,756.4,1370.0,1639872.1081280936,1353446.0169654523
NC,Brunswick County,000023,37019000023,806.3,1430.5,1625700.4530324177,1358786.5047790117
NC,Brunswick County,00004A,3701900004A,3332.2,3966.4,1638342.8465139768,1387020.6261805124
NC,Brunswick County,00010A,3701900010A,1055.5,1965.1,1623539.556216536,1365047.772629228
NC,Brunswick County,00010B,3701900010B,1853.1,2862.1,1630857.260906702,1364850.314384718
NC,Brunswick County,0004B2,370190004B2,2276.6,2806.4,1632319.8065937394,1394792.250874794
NC,Buncombe County,0001.1,370210001.1,1356.7,206.2,1204312.8275638355,1478459.7877863143
NC,Buncombe County,0002.1,370210002.1,2269.9,154.2,1202277.264688098,1479364.6799530103
NC,Buncombe County,0003.1,370210003.1,1656.5,136.6,1203338.1637884176,1480070.5840372033
NC,Buncombe County,0004.1,370210004.1,1022.7,169.2,1203554.3349649187,1482067.440421684
NC,Buncombe County,0005.1,370210005.1,1655.7,507.7,1202339.542626551,1483236.9566039725
NC,Buncombe County,0006.1,370210006.1,901.5,266.7,1208103.441468385,1477878.0347527605
NC,Buncombe County,0007.1,370210007.1,1262.4,195.8,1205670.439171529,1477105.171519103
NC,Buncombe County,0008.2,370210008.2,1457.8,434.7,1207422.0211088262,1472623.916152885
NC,Buncombe County,0008.3,370210008.3,1458.4,443.7,1207573.8102992256,1474482.2971282813
NC,Buncombe County,0009.1,370210009.1,2048.5,641.8,1207753.020985097,1476298.4009163484
NC,Buncombe County,0010.1,370210010.1,805.9,59.3,1203721.5636966657,1476360.8103440786
NC,Buncombe County,0011.1,370210011.1,903.2,100.7,1203134.8218883001,1477948.3698745428
NC,Buncombe County,0012.1,370210012.1,1575.1,203.4,1202295.9953142866,1476469.2002295079
NC,Buncombe County,0013.1,370210013.1,1431.1,196.7,1201165.3885853717,1475464.4649320224
NC,Buncombe County,0014.2,370210014.2,1395.0,293.6,1201073.9254063482,1478243.1376308866
NC,Buncombe County,0014.3,370210014.3,747.6,216.8,1198553.8527416298,1478251.9527606498
NC,Buncombe County,0015.1,370210015.1,1492.5,266.9,1199933.6119947215,1475619.593764823
NC,Buncombe County,0016.2,370210016.2,1764.7,409.4,1198942.2958888079,1476952.0724830006
NC,Buncombe County,0017.1,370210017.1,1094.1,227.9,1204674.6851352656,1480744.9069331523
NC,Buncombe County,0018.2,370210018.2,2377.6,1463.4,1206781.9961448545,1467479.2914147747
NC,Buncombe County,0019.1,370210019.1,640.7,309.5,1207872.6151478135,1468835.7515336527
NC,Buncombe County,0020.1,370210020.1,702.0,129.4,1205417.466699277,1478894.7667862384
NC,Buncombe County,0021.1,370210021.1,1430.8,517.6,1207253.8794733565,1479470.2967128062
NC,Buncombe County,0022.2,370210022.2,1524.7,411.5,1204584.2412369275,1483986.945342891
NC,Buncombe County,0023.2,370210023.2,296.1,119.2,1206487.5079849134,1481126.5567546855
NC,Buncombe County,0023.3,370210023.3,608.5,245.3,1208537.9848087472,1481370.4781473181
NC,Buncombe County,0024.1,370210024.1,1096.9,678.7,1197518.4832152333,1473313.3528277604
NC,Buncombe County,0025.1,370210025.1,1271.5,521.4,1209805.9866161803,1478579.8755556585
NC,Buncombe County,0026.1,370210026.1,1098.6,323.7,1198537.0805377427,1475493.5209038297
NC,Buncombe County,0027.2,370210027.2,441.3,138.7,1206533.2513447932,1484812.9572249553
NC,Buncombe County,0028.1,370210028.1,1613.0,206.2,1203321.7523133375,1481173.4897001346
NC,Buncombe County,0029.2,370210029.2,1529.2,776.7,1208700.2299893096,1468105.8906051966
NC,Buncombe County,0030.2,370210030.2,1032.9,968.7,1201342.3169928452,1463714.5936164975
NC,Buncombe County,0030.3,370210030.3,1112.1,1176.9,1204223.1127336635,1462838.738071418
NC,Buncombe County,0031.1,370210031.1,747.1,525.6,1205738.0613977686,1472183.0158846797
NC,Buncombe County,0032.1,370210032.1,776.4,780.7,1220578.5308141855,1487160.3280120087
NC,Buncombe County,0033.2,370210033.2,594.5,432.1,1224200.8337268292,1483098.7217532322
NC,Buncombe County,0033.3,370210033.3,831.3,674.0,1224288.0727810399,1485429.550553542
NC,Buncombe County,0034.1,370210034.1,586.0,349.9,1223414.582059832,1484423.7747974433
NC,Buncombe County,0035.1,370210035.1,885.2,450.3,1221817.4979387838,1483570.322013563
NC,Buncombe County,0036.1,370210036.1,802.2,692.9,1224443.4446045368,1490208.7445911323
NC,Buncombe County,0037.1,370210037.1,511.0,605.0,1229641.6013329562,1474891.8870958057
NC,Buncombe County,0038.2,370210038.2,567.9,872.7,1218644.5291931485,1468455.9101686487
NC,Buncombe County,0038.3,370210038.3,1071.5,1484.2,1214816.0300252663,1470558.8039995264
NC,Buncombe County,0039.2,370210039.2,622.8,532.3,1222295.5595218076,1472758.1270414193
NC,Buncombe County,0039.3,370210039.3,1023.0,1033.5,1218661.7079270198,1475961.3936068115
NC,Buncombe County,0040.2,370210040.2,1098.1,1724.7,1199639.1437700936,1496178.227564566
NC,Buncombe County,0041.1,370210041.1,938.0,1477.6,1194807.846309772,1490974.5530812421
NC,Buncombe County,0042.1,370210042.1,722.1,592.5,1199541.9354287277,1479720.5331380544
NC,Buncombe County,0043.2,370210043.2,705.1,490.1,1196444.6162857062,1477551.6678602106
NC,Buncombe County,0044.1,370210044.1,2130.1,1836.6,1197977.7154850923,1470467.0114139123
NC,Buncombe County,0045.1,370210045.1,1417.5,1451.4,1194743.120330144,1474914.2537809522
NC,Buncombe County,0046.1,370210046.1,579.6,501.7,1199240.073252769,1466507.5675478817
NC,Buncombe County,0047.1,370210047.1,1136.8,1928.4,1189650.756258431,1463817.8372817566
NC,Buncombe County,0048.1,370210048.1,1175.6,1609.7,1191818.040270452,1473153.2298410637
NC,Buncombe County,0049.1,370210049.1,1106.3,1950.0,1187929.4489671825,1471577.5211569073
NC,Buncombe County,0050.1,370210050.1,449.6,691.9,1214363.4657604767,1499299.6976967547
NC,Buncombe County,0051.2,370210051.2,656.7,814.4,1205064.3009021136,1497762.437544425
NC,Buncombe County,0052.1,370210052.1,1034.1,1835.8,1189765.0125394983,1487132.9296362624
NC,Buncombe County,0053.1,370210053.1,839.8,1509.0,1185503.6992256471,1480753.8044010655
NC,Buncombe County,0054.2,370210054.2,1595.3,1200.1,1205544.551266982,1467641.473037875
NC,Buncombe County,0055.1,370210055.1,1254.6,1163.9,1211158.819664569,1464718.1167777835
NC,Buncombe County,0056.2,370210056.2,1015.9,649.7,1209537.1471920519,1466850.7157598126
NC,Buncombe County,0057.1,370210057.1,1196.5,1202.2,1211570.5683203037,1468710.8164054565
NC,Buncombe County,0058.1,370210058.1,911.1,805.4,1201312.0626407294,1491834.845565117
NC,Buncombe County,0059.1,370210059.1,1699.2,1447.3,1208372.856394198,1490604.1081804482
NC,Buncombe County,0060.2,370210060.2,596.4,317.9,1211475.021153541,1476200.5347219708
NC,Buncombe County,0060.4,370210060.4,711.0,493.4,1210717.9564142325,1473613.236071998
NC,Buncombe County,0061.1,370210061.1,1099.5,853.0,1211090.7877818963,1485430.4245370917
NC,Buncombe County,0062.1,370210062.1,1158.7,758.5,1211136.0482045796,1480793.9897475715
NC,Buncombe County,0063.1,370210063.1,197.5,239.8,1178389.298193186,1482870.498389523
NC,Buncombe County,0064.1,370210064.1,741.0,772.2,1215786.1652800739,1478808.333044007
NC,Buncombe County,0065.1,370210065.1,1376.7,967.2,1216095.400256148,1486307.3244426008
NC,Buncombe County,0066.1,370210066.1,696.6,502.7,1214167.091315857,1481074.3486841884
NC,Buncombe County,0067.1,370210067.1,1216.6,690.7,1202018.9132223374,1490135.3032490276
NC,Buncombe County,0068.1,370210068.1,1511.3,1904.3,1192070.1557110662,1478964.7435582876
NC,Buncombe County,0069.1,370210069.1,1118.6,1262.0,1196549.027471839,1483181.7607253261
NC,Buncombe County,0070.1,370210070.1,1681.4,792.1,1200225.7950276022,1482992.0982240187
NC,Buncombe County,0071.1,370210071.1,1728.1,1247.2,1200011.8302453198,1486608.762828604
NC,Burke County,000001,37023000001,724.3,1490.9,1285802.0043071501,1510126.5634830573
NC,Burke County,000003,37023000003,207.7,614.7,1285452.779490439,1506351.9342409808
NC,Burke County,000011,37023000011,373.2,1583.5,1298450.0362817487,1511466.6337320346
NC,Burke County,000012,37023000012,184.7,1200.4,1295166.8017517745,1501424.4197250372
NC,Burke County,000013,37023000013,379.1,1631.2,1300773.0268477178,1505439.5644731603
NC,Burke County,000014,37023000014,237.7,1152.7,1296316.5515747964,1506231.5268901833
NC,Burke County,000015,37023000015,229.3,762.3,1303530.9713981212,1510117.0507758008
NC,Burke County,000018,37023000018,131.8,237.3,1257068.7269106745,1527018.8565944205
NC,Burke County,000019,37023000019,158.4,279.1,1258304.6886052126,1507506.0871228043
NC,Burke County,000020,37023000020,304.6,407.6,1263007.5676972305,1508748.864347365
NC,Burke County,000021,37023000021,324.8,662.1,1287974.2115614107,1506996.3770605107
NC,Burke County,000022,37023000022,353.3,973.1,1292988.6349375688,1509647.712949622
NC,Burke County,000024,37023000024,579.5,1217.9,1290436.2903213748,1507042.9213211546
NC,Burke County,000031,37023000031,873.2,467.8,1277874.2141168942,1506576.9922236735
NC,Burke County,000034,37023000034,809.3,727.4,1276883.1489345364,1504949.534240196
NC,Burke County,000035,37023000035,567.8,434.5,1278589.4987617924,1508930.1858525195
NC,Burke County,000036,37023000036,413.7,937.8,1283165.7683954248,1502365.9658163674
NC,Burke County,000038,37023000038,607.2,890.9,1281752.6461580168,1508685.4731256636
NC,Burke County,000039,37023000039,589.8,554.6,1280432.7041079202,1505084.8092692636
NC,Burke County,000040,37023000040,431.8,776.2,1273972.2859355567,1501885.7863975866
NC,Burke County,000048,37023000048,630.9,894.6,1275306.9984294756,1511270.2959854454
NC,Burke County,000051,37023000051,812.8,1521.6,1269394.0925528712,1502071.2827824818
NC,Burke County,000052,37023000052,308.6,590.6,1266440.4702048951,1495542.995628326
NC,Burke County,000053,37023000053,363.0,1085.4,1271050.710801783,1493784.0719149455
NC,Burke County,000062,37023000062,176.3,419.7,1264259.0571302965,1518954.0440184174
NC,Burke County,000064,37023000064,154.2,403.9,1281656.5466060617,1494617.6253325292
NC,Burke County,000065,37023000065,182.9,572.2,1277310.031294808,1496387.6479222574
NC,Burke County,000066,37023000066,412.0,886.6,1279511.8573735813,1515548.363006747
NC,Burke County,000070,37023000070,494.7,1106.0,1276924.118158849,1501209.3890099702
NC,Burke County,0029-A,370230029-A,138.9,620.5,1291132.717635253,1498576.144131126
NC,Burke County,0029-B,370230029-B,196.7,567.1,1289095.2002553914,1491828.3912134925
NC,Burke County,0047-A,370230047-A,723.5,742.5,1270386.4028793166,1507763.3948027552
NC,Burke County,0047-B,370230047-B,370.3,558.2,1271866.1058301209,1512890.6252407213
NC,Cabarrus County,001-02,37025001-02,727.6,1406.4,1383767.5202186664,1469576.6428993817
NC,Cabarrus County,001-04,37025001-04,2058.4,1894.8,1379021.903731658,1469703.4240231665
NC,Cabarrus County,001-07,37025001-07,771.9,1351.3,1380289.3899981126,1473547.359938769
NC,Cabarrus County,001-08,37025001-08,1728.7,1582.0,1383085.4202634739,1475994.0770455252
NC,Cabarrus County,001-10,37025001-10,959.4,1199.0,1378901.3314826908,1476722.2723792554
NC,Cabarrus County,001-11,37025001-11,1622.0,1907.0,1376085.8495607367,1473133.171919043
NC,Cabarrus County,002-01,37025002-01,901.7,1228.0,1377102.3223083096,1484821.4969634186
NC,Cabarrus County,002-02,37025002-02,1524.9,1675.6,1373701.8153386873,1480268.411614531
NC,Cabarrus County,002-03,37025002-03,1977.3,2609.7,1375623.1635713165,1477884.2327911337
NC,Cabarrus County,002-05,37025002-05,1444.3,1836.0,1376610.1713154248,1482842.8132882498
NC,Cabarrus County,002-06,37025002-06,1393.9,1115.1,1377108.118415542,1486865.683359289
NC,Cabarrus County,002-07,37025002-07,1125.1,1518.0,1373584.767364913,1482668.1086394954
NC,Cabarrus County,002-08,37025002-08,2612.7,2499.1,1369653.7272220356,1484641.6760093132
NC,Cabarrus County,002-09,37025002-09,2938.1,2130.8,1369155.024529273,1481029.0268688048
NC,Cabarrus County,003-00,37025003-00,1552.6,2552.7,1367280.6262954378,1489995.0880799731
NC,Cabarrus County,004-01,37025004-01,1032.5,924.4,1379102.8256467714,1490679.8897253533
NC,Cabarrus County,004-03,37025004-03,972.7,1030.8,1379730.3774585098,1494399.9037745772
NC,Cabarrus County,004-08,37025004-08,479.7,685.0,1374551.3257745947,1487453.7678604103
NC,Cabarrus County,004-09,37025004-09,931.3,1598.0,1372598.541159795,1491003.23901328
NC,Cabarrus County,004-11,37025004-11,1049.2,1043.7,1376127.0737347123,1494055.1420061078
NC,Cabarrus County,004-12,37025004-12,1742.0,1360.3,1377677.8762633936,1492667.8000461087
NC,Cabarrus County,004-13,37025004-13,1518.5,2369.8,1376110.9577396072,1490498.5473218912
NC,Cabarrus County,005-00,37025005-00,515.8,1604.6,1384923.247011266,1491463.4620700297
